node_name,event_type
Node10068,Speciation
Node10069,Speciation
Node10070,Speciation
Node10071,Speciation
Node10072,Speciation
Node10034,Speciation
Node10035,Speciation
Node10036,Speciation
Node10037,Speciation
Node10038,Speciation
Node10039,Speciation
Node10041,Speciation
Node10042,Speciation
Node10040,Speciation
Node10043,Speciation
Node10047,Speciation
Node10048,Speciation
Node10050,Speciation
Node10051,Speciation
Node10049,Speciation
Node10044,Speciation
Node10045,Speciation
Node10046,Speciation
Node10073,Speciation
Node10130,Speciation
Node10131,Speciation
Node10132,Speciation
Node10133,Speciation
Node10134,Speciation
Node10135,Speciation
Node10074,Speciation
Node10075,Speciation
Node10076,Speciation
Node10102,Speciation
Node10103,Speciation
Node10104,Speciation
Node10105,Speciation
Node10107,Speciation
Node10108,Speciation
Node10106,Speciation
Node10077,Speciation
Node10078,Speciation
Node10086,Speciation
Node10087,Speciation
Node10088,Speciation
Node10089,Speciation
Node10090,Speciation
Node10091,Speciation
Node10092,Speciation
Node10093,Speciation
Node10094,Speciation
Node10095,Speciation
Node10096,Speciation
Node10097,Speciation
Node10079,Speciation
Node10080,Speciation
Node10081,Speciation
Node10082,Speciation
Node10083,Speciation
Node10084,Speciation
Node10085,Speciation
Node10098,Speciation
Node10099,Speciation
Node10100,Speciation
Node10101,Speciation
Node10109,Speciation
Node10110,Speciation
Node10111,Speciation
Node10112,Speciation
Node10113,Speciation
Node10114,Speciation
Node10115,Speciation
Node10126,Speciation
Node10116,Speciation
Node10117,Speciation
Node10118,Speciation
Node10119,Speciation
Node10120,Speciation
Node10121,Speciation
Node10122,Speciation
Node10123,Speciation
Node10124,Speciation
Node10125,Speciation
Node10127,Speciation
Node10128,Speciation
Node10129,Speciation
Node10187,Speciation
Node10192,Speciation
Node10199,Speciation
Node10193,Speciation
Node10194,Speciation
Node10195,Speciation
Node10197,Speciation
Node10198,Speciation
Node10196,Speciation
Node10188,Speciation
Node10189,Speciation
Node10190,Speciation
Node10191,Speciation
Node10218,Speciation
Node10219,Speciation
Node10220,Speciation
Node10223,Speciation
Node10224,Speciation
Node10225,Speciation
Node10226,Speciation
Node10227,Speciation
Node10228,Speciation
Node10238,Duplication
Node10239,Speciation
Node10240,Speciation
Node10356,Speciation
Node10357,Speciation
Node10358,Speciation
Node10360,Speciation
Node10359,Speciation
Node10241,Speciation
Node10354,Speciation
Node10355,Speciation
Node10242,Speciation
Node10337,Speciation
Node10352,Speciation
Node10353,Speciation
Node10338,Duplication
Node10348,Speciation
Node10349,Speciation
Node10350,Speciation
Node10351,Speciation
Node10339,Speciation
Node10340,Speciation
Node10344,Speciation
Node10345,Speciation
Node10346,Speciation
Node10347,Speciation
Node10341,Speciation
Node10342,Speciation
Node10343,Speciation
Node10243,Speciation
Node10244,Speciation
Node10245,Speciation
Node10246,Speciation
Node10247,Speciation
Node10248,Speciation
Node10249,Speciation
Node10250,Speciation
Node10251,Duplication
Node10286,Speciation
Node10287,Speciation
Node10302,Speciation
Node10303,Speciation
Node10318,Speciation
Node10319,Speciation
Node10304,Speciation
Node10305,Speciation
Node10306,Speciation
Node10310,Speciation
Node10307,Speciation
Node10308,Speciation
Node10309,Speciation
Node10311,Speciation
Node10312,Speciation
Node10313,Speciation
Node10314,Speciation
Node10315,Speciation
Node10316,Speciation
Node10317,Speciation
Node10288,Speciation
Node10289,Speciation
Node10290,Speciation
Node10291,Speciation
Node10301,Speciation
Node10292,Speciation
Node10293,Speciation
Node10299,Speciation
Node10300,Speciation
Node10294,Speciation
Node10295,Speciation
Node10296,Speciation
Node10297,Speciation
Node10298,Speciation
Node10320,Speciation
Node10321,Speciation
Node10252,Speciation
Node10284,Speciation
Node10285,Duplication
Node10253,Speciation
Node10254,Speciation
Node10280,Speciation
Node10281,Speciation
Node10282,Speciation
Node10283,Speciation
Node10255,Speciation
Node10256,Speciation
Node10276,Speciation
Node10278,Speciation
Node10279,Speciation
Node10277,Speciation
Node10257,Speciation
Node10274,Speciation
Node10275,Speciation
Node10258,Speciation
Node10259,Speciation
Node10260,Speciation
Node10261,Speciation
Node10262,Speciation
Node10263,Speciation
Node10264,Speciation
Node10265,Speciation
Node10266,Speciation
Node10267,Speciation
Node10268,Speciation
Node10269,Speciation
Node10270,Speciation
Node10271,Speciation
Node10272,Speciation
Node10273,Speciation
Node10322,Speciation
Node10323,Speciation
Node10324,Speciation
Node10325,Speciation
Node10326,Speciation
Node10327,Speciation
Node10328,Speciation
Node10329,Speciation
Node10330,Speciation
Node10331,Speciation
Node10332,Speciation
Node10333,Speciation
Node10334,Speciation
Node10335,Speciation
Node10336,Speciation
Node10361,Speciation
Node10362,Speciation
Node10380,Speciation
Node10381,Speciation
Node10382,Speciation
Node10383,Speciation
Node10363,Speciation
Node10364,Speciation
Node10365,Speciation
Node10366,Speciation
Node10374,Speciation
Node10375,Speciation
Node10379,Speciation
Node10376,Speciation
Node10378,Speciation
Node10377,Speciation
Node10367,Speciation
Node10368,Speciation
Node10369,Speciation
Node10370,Speciation
Node10373,Speciation
Node10371,Speciation
Node10372,Speciation
Node10384,Speciation
Node10385,Speciation
Node10388,Speciation
Node10386,Speciation
Node10387,Speciation
Node10389,Speciation
Node10390,Speciation
Node10391,Speciation
Node10392,Speciation
Node10422,Speciation
Node10393,Speciation
Node10394,Speciation
Node10395,Speciation
Node10409,Speciation
Node10396,Speciation
Node10403,Speciation
Node10404,Speciation
Node10405,Speciation
Node10406,Speciation
Node10407,Speciation
Node10408,Speciation
Node10397,Speciation
Node10398,Speciation
Node10399,Speciation
Node10400,Speciation
Node10401,Speciation
Node10402,Speciation
Node10410,Speciation
Node10411,Speciation
Node10412,Speciation
Node10413,Speciation
Node10414,Speciation
Node10415,Speciation
Node10416,Speciation
Node10417,Speciation
Node10418,Speciation
Node10419,Speciation
Node10420,Speciation
Node10421,Speciation
Node10423,Speciation
Node10424,Speciation
Node10425,Speciation
Node10490,Speciation
Node10493,Speciation
Node10494,Speciation
Node10495,Speciation
Node10496,Speciation
Node10497,Speciation
Node10491,Speciation
Node10492,Speciation
Node10426,Speciation
Node10427,Speciation
Node10463,Speciation
Node10464,Speciation
Node10465,Speciation
Node10472,Speciation
Node10466,Speciation
Node10467,Speciation
Node10468,Speciation
Node10469,Speciation
Node10470,Speciation
Node10471,Speciation
Node10473,Speciation
Node10474,Speciation
Node10428,Speciation
Node10429,Speciation
Node10460,Speciation
Node10461,Speciation
Node10430,Speciation
Node10431,Speciation
Node10432,Speciation
Node10433,Speciation
Node10434,Speciation
Node10435,Speciation
Node10436,Speciation
Node10439,Speciation
Node10440,Speciation
Node10437,Speciation
Node10438,Speciation
Node10441,Speciation
Node10443,Speciation
Node10442,Speciation
Node10444,Speciation
Node10445,Speciation
Node10446,Speciation
Node10447,Speciation
Node10448,Speciation
Node10449,Speciation
Node10450,Speciation
Node10453,Speciation
Node10454,Speciation
Node10451,Speciation
Node10452,Speciation
Node10455,Speciation
Node10456,Speciation
Node10457,Speciation
Node10458,Speciation
Node10459,Speciation
Node10462,Speciation
Node10475,Speciation
Node10489,Speciation
Node10476,Speciation
Node10488,Speciation
Node10477,Speciation
Node10478,Speciation
Node10479,Speciation
Node10487,Speciation
Node10480,Speciation
Node10484,Speciation
Node10485,Speciation
Node10486,Speciation
Node10481,Speciation
Node10482,Speciation
Node10483,Speciation
Node10498,Speciation
Node10499,Speciation
Node10500,Speciation
Node10501,Speciation
Node10502,Speciation
Node10503,Speciation
Node10504,Speciation
Node10505,Speciation
Node5743,Duplication
Node7271,Duplication
Node7272,Speciation
Node7317,Speciation
Node7318,Speciation
Node7583,Speciation
Node7645,Speciation
Node7750,Speciation
Node7751,Speciation
Node7752,Speciation
Node7755,Speciation
Node7756,Speciation
Node7757,Speciation
Node7753,Speciation
Node7754,Speciation
Node7646,Speciation
Node7748,Speciation
Node7749,Speciation
Node7647,Speciation
Node7648,Speciation
Node7742,Speciation
Node7746,Duplication
Node7747,Duplication
Node7743,Speciation
Node7745,Speciation
Node7744,Speciation
Node7649,Speciation
Node7650,Speciation
Node7731,Speciation
Node7732,Speciation
Node7651,Speciation
Node7652,Speciation
Node7728,Speciation
Node7653,Speciation
Node7727,Speciation
Node7654,Speciation
Node7716,Speciation
Node7717,Speciation
Node7718,Speciation
Node7721,Speciation
Node7722,Speciation
Node7723,Speciation
Node7724,Speciation
Node7725,Speciation
Node7726,Speciation
Node7719,Speciation
Node7720,Speciation
Node7655,Speciation
Node7711,Speciation
Node7712,Speciation
Node7713,Speciation
Node7714,Speciation
Node7715,Speciation
Node7656,Speciation
Node7683,Speciation
Node7684,Speciation
Node7685,Speciation
Node7688,Speciation
Node7689,Speciation
Node7690,Speciation
Node7686,Speciation
Node7687,Speciation
Node7691,Speciation
Node7692,Speciation
Node7693,Speciation
Node7694,Speciation
Node7699,Speciation
Node7700,Speciation
Node7701,Speciation
Node7702,Speciation
Node7703,Speciation
Node7695,Speciation
Node7696,Speciation
Node7698,Speciation
Node7697,Speciation
Node7704,Speciation
Node7705,Speciation
Node7706,Speciation
Node7707,Speciation
Node7708,Speciation
Node7709,Speciation
Node7710,Speciation
Node7657,Speciation
Node7658,Speciation
Node7659,Speciation
Node7664,Speciation
Node7665,Speciation
Node7666,Speciation
Node7667,Speciation
Node7668,Speciation
Node7669,Speciation
Node7670,Speciation
Node7671,Speciation
Node7672,Speciation
Node7674,Speciation
Node7675,Speciation
Node7673,Speciation
Node7660,Speciation
Node7661,Speciation
Node7662,Speciation
Node7663,Speciation
Node7676,Speciation
Node7677,Speciation
Node7678,Speciation
Node7680,Speciation
Node7679,Speciation
Node7681,Speciation
Node7682,Speciation
Node7729,Speciation
Node7730,Speciation
Node7733,Speciation
Node7736,Speciation
Node7737,Speciation
Node7738,Speciation
Node7739,Speciation
Node7740,Speciation
Node7741,Speciation
Node7734,Speciation
Node7735,Speciation
Node7584,Speciation
Node7644,Speciation
Node7585,Speciation
Node7586,Speciation
Node7587,Speciation
Node7588,Speciation
Node7613,Speciation
Node7589,Speciation
Node7590,Speciation
Node7591,Speciation
Node7592,Speciation
Node7595,Speciation
Node7596,Speciation
Node7597,Speciation
Node7598,Speciation
Node7599,Speciation
Node7600,Speciation
Node7593,Speciation
Node7594,Speciation
Node7601,Speciation
Node7602,Speciation
Node7603,Speciation
Node7604,Speciation
Node7605,Speciation
Node7606,Speciation
Node7607,Speciation
Node7608,Speciation
Node7609,Speciation
Node7610,Speciation
Node7611,Speciation
Node7612,Speciation
Node7614,Speciation
Node7615,Speciation
Node7616,Speciation
Node7617,Speciation
Node7618,Speciation
Node7623,Speciation
Node7619,Speciation
Node7620,Speciation
Node7621,Speciation
Node7622,Speciation
Node7624,Speciation
Node7625,Speciation
Node7626,Speciation
Node7627,Speciation
Node7628,Speciation
Node7629,Speciation
Node7636,Speciation
Node7637,Speciation
Node7638,Speciation
Node7639,Speciation
Node7640,Speciation
Node7641,Speciation
Node7642,Speciation
Node7643,Speciation
Node7630,Speciation
Node7635,Speciation
Node7631,Speciation
Node7632,Speciation
Node7634,Speciation
Node7633,Speciation
Node7319,Speciation
Node7320,Speciation
Node7321,Duplication
Node7322,Speciation
Node7323,Speciation
Node7324,Speciation
Node7325,Speciation
Node7347,Speciation
Node7410,Speciation
Node7411,Speciation
Node7412,Speciation
Node7413,Speciation
Node7417,Speciation
Node7418,Speciation
Node7414,Speciation
Node7416,Speciation
Node7415,Speciation
Node7419,Speciation
Node7420,Speciation
Node7421,Speciation
Node7422,Speciation
Node7348,Speciation
Node7408,Speciation
Node7409,Speciation
Node7349,Speciation
Node7404,Duplication
Node7405,Speciation
Node7406,Speciation
Node7407,Speciation
Node7350,Speciation
Node7351,Speciation
Node7352,Speciation
Node7353,Speciation
Node7385,Speciation
Node7386,Speciation
Node7354,Speciation
Node7363,Speciation
Node7364,Speciation
Node7379,Speciation
Node7365,Speciation
Node7374,Speciation
Node7378,Speciation
Node7375,Speciation
Node7377,Speciation
Node7376,Speciation
Node7366,Speciation
Node7367,Speciation
Node7368,Speciation
Node7372,Speciation
Node7373,Speciation
Node7369,Speciation
Node7370,Speciation
Node7371,Speciation
Node7380,Speciation
Node7381,Speciation
Node7382,Speciation
Node7383,Speciation
Node7384,Speciation
Node7355,Speciation
Node7357,Speciation
Node7361,Speciation
Node7362,Speciation
Node7358,Speciation
Node7359,Speciation
Node7360,Speciation
Node7356,Speciation
Node7387,Speciation
Node7388,Speciation
Node7395,Speciation
Node7389,Speciation
Node7390,Speciation
Node7391,Speciation
Node7392,Speciation
Node7393,Speciation
Node7394,Speciation
Node7396,Speciation
Node7397,Speciation
Node7398,Speciation
Node7402,Speciation
Node7399,Speciation
Node7400,Speciation
Node7401,Speciation
Node7403,Speciation
Node7326,Speciation
Node7327,Speciation
Node7328,Speciation
Node7329,Speciation
Node7330,Speciation
Node7331,Speciation
Node7332,Speciation
Node7333,Speciation
Node7334,Speciation
Node7335,Speciation
Node7336,Speciation
Node7337,Speciation
Node7338,Speciation
Node7339,Speciation
Node7340,Speciation
Node7341,Speciation
Node7342,Speciation
Node7343,Speciation
Node7344,Speciation
Node7345,Speciation
Node7346,Speciation
Node7423,Speciation
Node7424,Speciation
Node7427,Speciation
Node7428,Speciation
Node7425,Speciation
Node7426,Speciation
Node7429,Speciation
Node7430,Speciation
Node7431,Speciation
Node7548,Speciation
Node7549,Speciation
Node7550,Speciation
Node7551,Speciation
Node7552,Speciation
Node7553,Speciation
Node7554,Speciation
Node7432,Speciation
Node7544,Speciation
Node7545,Speciation
Node7546,Speciation
Node7547,Speciation
Node7433,Speciation
Node7536,Speciation
Node7537,Speciation
Node7542,Speciation
Node7543,Speciation
Node7538,Speciation
Node7540,Speciation
Node7541,Speciation
Node7539,Speciation
Node7434,Speciation
Node7514,Speciation
Node7527,Speciation
Node7528,Speciation
Node7534,Speciation
Node7535,Speciation
Node7529,Speciation
Node7530,Speciation
Node7531,Speciation
Node7532,Speciation
Node7533,Speciation
Node7515,Speciation
Node7519,Speciation
Node7520,Speciation
Node7526,Speciation
Node7521,Speciation
Node7522,Speciation
Node7524,Speciation
Node7525,Speciation
Node7523,Speciation
Node7516,Speciation
Node7517,Speciation
Node7518,Speciation
Node7435,Speciation
Node7507,Speciation
Node7512,Speciation
Node7513,Speciation
Node7508,Speciation
Node7509,Speciation
Node7510,Speciation
Node7511,Speciation
Node7436,Speciation
Node7495,Speciation
Node7497,Speciation
Node7498,Speciation
Node7499,Speciation
Node7503,Speciation
Node7504,Speciation
Node7505,Speciation
Node7506,Speciation
Node7500,Speciation
Node7501,Speciation
Node7502,Speciation
Node7496,Speciation
Node7437,Speciation
Node7462,Speciation
Node7463,Speciation
Node7464,Speciation
Node7465,Speciation
Node7494,Speciation
Node7466,Speciation
Node7467,Speciation
Node7468,Speciation
Node7469,Speciation
Node7471,Speciation
Node7472,Speciation
Node7473,Speciation
Node7474,Speciation
Node7475,Speciation
Node7476,Speciation
Node7477,Speciation
Node7478,Speciation
Node7481,Speciation
Node7479,Speciation
Node7480,Speciation
Node7470,Speciation
Node7482,Speciation
Node7483,Speciation
Node7484,Speciation
Node7485,Speciation
Node7488,Duplication
Node7486,Speciation
Node7487,Speciation
Node7489,Speciation
Node7491,Speciation
Node7492,Speciation
Node7493,Speciation
Node7490,Speciation
Node7438,Speciation
Node7456,Speciation
Node7457,Speciation
Node7458,Speciation
Node7459,Speciation
Node7460,Speciation
Node7461,Speciation
Node7439,Speciation
Node7455,Speciation
Node7440,Speciation
Node7441,Speciation
Node7442,Speciation
Node7443,Speciation
Node7453,Speciation
Node7454,Speciation
Node7444,Speciation
Node7445,Speciation
Node7450,Speciation
Node7451,Speciation
Node7452,Speciation
Node7446,Speciation
Node7447,Speciation
Node7449,Speciation
Node7448,Speciation
Node7555,Speciation
Node7556,Speciation
Node7557,Speciation
Node7558,Speciation
Node7559,Speciation
Node7560,Speciation
Node7561,Speciation
Node7562,Speciation
Node7563,Speciation
Node7564,Speciation
Node7565,Speciation
Node7566,Speciation
Node7567,Speciation
Node7568,Speciation
Node7569,Speciation
Node7574,Speciation
Node7575,Speciation
Node7570,Speciation
Node7571,Speciation
Node7572,Speciation
Node7573,Speciation
Node7576,Speciation
Node7577,Speciation
Node7578,Speciation
Node7579,Speciation
Node7580,Speciation
Node7581,Speciation
Node7582,Speciation
Node7758,Speciation
Node7759,Speciation
Node7760,Speciation
Node7761,Speciation
Node7799,Speciation
Node7800,Speciation
Node7801,Speciation
Node7805,Speciation
Node7806,Speciation
Node7807,Speciation
Node7802,Speciation
Node7804,Speciation
Node7803,Speciation
Node7762,Speciation
Node7796,Speciation
Node7797,Speciation
Node7798,Speciation
Node7763,Speciation
Node7795,Speciation
Node7764,Speciation
Node7793,Speciation
Node7794,Speciation
Node7765,Speciation
Node7766,Speciation
Node7792,Speciation
Node7767,Speciation
Node7787,Speciation
Node7788,Speciation
Node7789,Speciation
Node7790,Speciation
Node7791,Speciation
Node7768,Speciation
Node7769,Speciation
Node7770,Speciation
Node7771,Speciation
Node7784,Speciation
Node7785,Speciation
Node7786,Speciation
Node7772,Speciation
Node7773,Speciation
Node7781,Speciation
Node7782,Speciation
Node7774,Speciation
Node7779,Speciation
Node7780,Speciation
Node7775,Speciation
Node7776,Speciation
Node7778,Speciation
Node7777,Speciation
Node7783,Speciation
Node7808,Speciation
Node7809,Speciation
Node7810,Speciation
Node7811,Speciation
Node7812,Speciation
Node7813,Speciation
Node7814,Speciation
Node7273,Speciation
Node7274,Speciation
Node7315,Speciation
Node7275,Speciation
Node7276,Speciation
Node7277,Speciation
Node7281,Speciation
Node7282,Speciation
Node7283,Speciation
Node7284,Speciation
Node7285,Speciation
Node7286,Speciation
Node7287,Speciation
Node7278,Speciation
Node7279,Speciation
Node7280,Speciation
Node7288,Speciation
Node7306,Speciation
Node7307,Speciation
Node7308,Speciation
Node7309,Speciation
Node7310,Speciation
Node7311,Speciation
Node7312,Speciation
Node7313,Speciation
Node7314,Speciation
Node7289,Speciation
Node7290,Speciation
Node7299,Speciation
Node7301,Speciation
Node7302,Speciation
Node7303,Speciation
Node7304,Speciation
Node7305,Speciation
Node7300,Speciation
Node7291,Speciation
Node7294,Speciation
Node7295,Speciation
Node7296,Speciation
Node7297,Speciation
Node7298,Speciation
Node7292,Speciation
Node7293,Speciation
Node7316,Speciation
Node7815,Duplication
Node8664,Speciation
Node8665,Speciation
Node8666,Speciation
Node8667,Speciation
Node8668,Speciation
Node8669,Speciation
Node8670,Speciation
Node8671,Speciation
Node8805,Speciation
Node8806,Speciation
Node8807,Speciation
Node8808,Speciation
Node8809,Speciation
Node8672,Speciation
Node8673,Speciation
Node8674,Speciation
Node8719,Speciation
Node8725,Speciation
Node8720,Speciation
Node8722,Speciation
Node8723,Speciation
Node8724,Speciation
Node8721,Speciation
Node8675,Speciation
Node8676,Speciation
Node8677,Speciation
Node8678,Speciation
Node8679,Speciation
Node8680,Speciation
Node8681,Speciation
Node8682,Speciation
Node8683,Speciation
Node8684,Speciation
Node8685,Speciation
Node8691,Speciation
Node8692,Speciation
Node8693,Speciation
Node8686,Speciation
Node8687,Speciation
Node8688,Speciation
Node8689,Speciation
Node8690,Speciation
Node8694,Speciation
Node8695,Speciation
Node8696,Speciation
Node8697,Speciation
Node8698,Speciation
Node8699,Speciation
Node8700,Speciation
Node8701,Speciation
Node8702,Speciation
Node8703,Speciation
Node8704,Speciation
Node8705,Speciation
Node8706,Speciation
Node8713,Speciation
Node8707,Speciation
Node8708,Speciation
Node8709,Speciation
Node8710,Speciation
Node8711,Speciation
Node8712,Speciation
Node8714,Speciation
Node8715,Speciation
Node8716,Speciation
Node8718,Speciation
Node8717,Speciation
Node8726,Speciation
Node8729,Speciation
Node8730,Speciation
Node8731,Speciation
Node8732,Speciation
Node8733,Speciation
Node8734,Speciation
Node8736,Speciation
Node8737,Speciation
Node8738,Speciation
Node8739,Speciation
Node8735,Speciation
Node8740,Speciation
Node8741,Speciation
Node8742,Speciation
Node8743,Speciation
Node8744,Speciation
Node8745,Speciation
Node8746,Speciation
Node8754,Speciation
Node8755,Speciation
Node8747,Speciation
Node8748,Speciation
Node8749,Speciation
Node8750,Speciation
Node8751,Speciation
Node8752,Speciation
Node8753,Speciation
Node8756,Speciation
Node8757,Speciation
Node8758,Speciation
Node8759,Speciation
Node8760,Speciation
Node8727,Speciation
Node8728,Speciation
Node8761,Speciation
Node8762,Speciation
Node8763,Speciation
Node8796,Speciation
Node8797,Speciation
Node8798,Speciation
Node8799,Speciation
Node8801,Speciation
Node8800,Speciation
Node8764,Speciation
Node8783,Speciation
Node8792,Speciation
Node8793,Speciation
Node8794,Speciation
Node8795,Speciation
Node8784,Speciation
Node8785,Speciation
Node8790,Speciation
Node8791,Speciation
Node8786,Speciation
Node8787,Speciation
Node8789,Speciation
Node8788,Speciation
Node8765,Speciation
Node8766,Speciation
Node8774,Speciation
Node8775,Speciation
Node8767,Speciation
Node8771,Speciation
Node8772,Speciation
Node8773,Speciation
Node8768,Speciation
Node8769,Speciation
Node8770,Speciation
Node8776,Speciation
Node8777,Speciation
Node8781,Speciation
Node8778,Speciation
Node8779,Speciation
Node8780,Speciation
Node8782,Speciation
Node8802,Speciation
Node8804,Speciation
Node8803,Speciation
Node8810,Speciation
Node8814,Speciation
Node8815,Speciation
Node8816,Speciation
Node8831,Speciation
Node8832,Speciation
Node8836,Speciation
Node8837,Speciation
Node8833,Speciation
Node8834,Speciation
Node8835,Speciation
Node8817,Speciation
Node8828,Speciation
Node8829,Speciation
Node8830,Speciation
Node8818,Speciation
Node8826,Speciation
Node8827,Speciation
Node8819,Speciation
Node8820,Speciation
Node8825,Speciation
Node8821,Speciation
Node8822,Speciation
Node8823,Speciation
Node8824,Speciation
Node8838,Speciation
Node8811,Speciation
Node8813,Speciation
Node8812,Speciation
Node8839,Speciation
Node8905,Speciation
Node8913,Speciation
Node8916,Speciation
Node8914,Speciation
Node8915,Speciation
Node8906,Speciation
Node8912,Speciation
Node8907,Speciation
Node8911,Speciation
Node8908,Speciation
Node8909,Speciation
Node8910,Speciation
Node8840,Speciation
Node8841,Speciation
Node8876,Speciation
Node8903,Speciation
Node8904,Speciation
Node8877,Speciation
Node8878,Speciation
Node8901,Speciation
Node8879,Speciation
Node8899,Speciation
Node8900,Speciation
Node8880,Speciation
Node8881,Speciation
Node8882,Speciation
Node8891,Speciation
Node8883,Speciation
Node8889,Speciation
Node8890,Speciation
Node8884,Speciation
Node8885,Speciation
Node8886,Speciation
Node8887,Speciation
Node8888,Speciation
Node8892,Speciation
Node8898,Speciation
Node8893,Speciation
Node8894,Speciation
Node8895,Speciation
Node8896,Speciation
Node8897,Speciation
Node8902,Speciation
Node8842,Speciation
Node8872,Speciation
Node8875,Speciation
Node8873,Speciation
Node8874,Speciation
Node8843,Speciation
Node8869,Speciation
Node8870,Speciation
Node8871,Speciation
Node8844,Speciation
Node8845,Speciation
Node8846,Speciation
Node8847,Speciation
Node8848,Speciation
Node8863,Speciation
Node8864,Speciation
Node8849,Speciation
Node8850,Speciation
Node8851,Speciation
Node8852,Speciation
Node8853,Speciation
Node8854,Speciation
Node8855,Speciation
Node8861,Speciation
Node8862,Speciation
Node8856,Speciation
Node8857,Speciation
Node8859,Speciation
Node8860,Speciation
Node8858,Speciation
Node8865,Speciation
Node8866,Speciation
Node8867,Speciation
Node8868,Speciation
Node8917,Speciation
Node8918,Speciation
Node8919,Speciation
Node8920,Speciation
Node8921,Speciation
Node8922,Speciation
Node8923,Speciation
Node8924,Speciation
Node8925,Speciation
Node8926,Speciation
Node8927,Speciation
Node8928,Speciation
Node8929,Speciation
Node7816,Speciation
Node8424,Speciation
Node8658,Speciation
Node8659,Speciation
Node8660,Speciation
Node8661,Speciation
Node8662,Speciation
Node8663,Speciation
Node8425,Speciation
Node8426,Speciation
Node8554,Speciation
Node8555,Speciation
Node8556,Speciation
Node8557,Speciation
Node8558,Speciation
Node8559,Speciation
Node8560,Speciation
Node8561,Speciation
Node8562,Speciation
Node8563,Speciation
Node8564,Speciation
Node8565,Speciation
Node8566,Speciation
Node8569,Speciation
Node8567,Speciation
Node8568,Speciation
Node8570,Speciation
Node8571,Speciation
Node8572,Speciation
Node8573,Speciation
Node8574,Speciation
Node8575,Speciation
Node8576,Speciation
Node8578,Speciation
Node8577,Speciation
Node8579,Speciation
Node8585,Speciation
Node8590,Speciation
Node8586,Speciation
Node8587,Speciation
Node8588,Speciation
Node8589,Speciation
Node8580,Speciation
Node8581,Speciation
Node8582,Speciation
Node8583,Speciation
Node8584,Speciation
Node8591,Speciation
Node8427,Speciation
Node8428,Speciation
Node8537,Speciation
Node8538,Speciation
Node8539,Speciation
Node8540,Speciation
Node8541,Speciation
Node8542,Speciation
Node8543,Speciation
Node8544,Speciation
Node8545,Speciation
Node8429,Speciation
Node8521,Speciation
Node8522,Speciation
Node8523,Speciation
Node8534,Speciation
Node8524,Speciation
Node8532,Speciation
Node8533,Speciation
Node8525,Speciation
Node8526,Speciation
Node8531,Speciation
Node8527,Speciation
Node8528,Speciation
Node8530,Speciation
Node8529,Speciation
Node8535,Speciation
Node8536,Speciation
Node8430,Speciation
Node8431,Speciation
Node8432,Speciation
Node8440,Speciation
Node8502,Speciation
Node8518,Speciation
Node8503,Speciation
Node8504,Speciation
Node8514,Speciation
Node8515,Speciation
Node8516,Speciation
Node8517,Speciation
Node8505,Speciation
Node8506,Speciation
Node8507,Speciation
Node8511,Speciation
Node8508,Speciation
Node8509,Speciation
Node8510,Speciation
Node8512,Speciation
Node8513,Speciation
Node8441,Speciation
Node8497,Speciation
Node8498,Speciation
Node8499,Speciation
Node8500,Speciation
Node8501,Speciation
Node8442,Speciation
Node8443,Speciation
Node8444,Speciation
Node8445,Speciation
Node8488,Speciation
Node8489,Speciation
Node8490,Speciation
Node8491,Speciation
Node8446,Speciation
Node8447,Speciation
Node8448,Speciation
Node8468,Speciation
Node8469,Speciation
Node8470,Speciation
Node8471,Speciation
Node8472,Speciation
Node8473,Speciation
Node8474,Speciation
Node8475,Speciation
Node8476,Speciation
Node8477,Speciation
Node8478,Speciation
Node8479,Speciation
Node8449,Speciation
Node8450,Speciation
Node8462,Speciation
Node8463,Speciation
Node8464,Speciation
Node8465,Speciation
Node8466,Speciation
Node8467,Speciation
Node8451,Speciation
Node8457,Speciation
Node8458,Speciation
Node8459,Speciation
Node8460,Speciation
Node8461,Speciation
Node8452,Speciation
Node8453,Speciation
Node8454,Speciation
Node8455,Speciation
Node8456,Speciation
Node8480,Speciation
Node8481,Speciation
Node8482,Speciation
Node8483,Speciation
Node8484,Speciation
Node8485,Speciation
Node8487,Speciation
Node8486,Speciation
Node8492,Speciation
Node8493,Speciation
Node8494,Speciation
Node8496,Speciation
Node8495,Speciation
Node8433,Speciation
Node8434,Speciation
Node8435,Speciation
Node8436,Speciation
Node8437,Speciation
Node8438,Speciation
Node8439,Speciation
Node8519,Speciation
Node8520,Speciation
Node8546,Speciation
Node8552,Speciation
Node8553,Speciation
Node8547,Speciation
Node8548,Speciation
Node8551,Speciation
Node8549,Speciation
Node8550,Speciation
Node8592,Speciation
Node8593,Speciation
Node8594,Speciation
Node8635,Speciation
Node8595,Speciation
Node8596,Speciation
Node8601,Speciation
Node8631,Speciation
Node8634,Speciation
Node8632,Speciation
Node8633,Speciation
Node8602,Speciation
Node8626,Speciation
Node8629,Speciation
Node8630,Speciation
Node8627,Speciation
Node8628,Speciation
Node8603,Speciation
Node8604,Speciation
Node8605,Speciation
Node8606,Speciation
Node8607,Speciation
Node8608,Speciation
Node8614,Speciation
Node8615,Speciation
Node8609,Speciation
Node8610,Speciation
Node8611,Speciation
Node8612,Speciation
Node8613,Speciation
Node8616,Speciation
Node8624,Speciation
Node8625,Speciation
Node8617,Speciation
Node8623,Speciation
Node8618,Speciation
